Bowler,Innings,Overs,Runs,Wickets,Econ,Avg,SR,5W,BBI,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
MAA Jamil,7,24.4,171,16,6.9,10.7,9.2,0,21-Apr,0.093567251,99.96501225,99.96501225,149.9650122,0.882147131
D Wiese,7,23.2,165,15,7.1,11,9.3,1,23-May,0.090909091,97.12509713,97.12509713,154.0000971,0.905882924
AG Cremer,9,33,217,14,6.6,15.5,14.1,0,18-Mar,0.064516129,68.92748828,68.92748828,112.6774883,0.662808755
Haseeb Amjad,8,29.2,214,14,7.3,15.3,12.6,0,16-Apr,0.065420561,69.89376148,69.89376148,113.6437615,0.668492715
Dawlat Zadran,8,30.4,226,13,7.4,17.4,14.2,0,17-Mar,0.057522124,61.45526057,61.45526057,102.0802606,0.600472121
Mudassar Bukhari,7,23.5,155,11,6.5,14.1,13,0,28-Apr,0.070967742,75.82023711,75.82023711,110.1952371,0.648207277
Aizaz Khan,8,28.3,176,11,6.2,16,15.5,0,22-Mar,0.0625,66.77350427,66.77350427,101.1485043,0.594991202
KJ O'Brien,6,19,94,11,4.9,8.5,10.4,0,7-Mar,0.117021277,125.0227314,0,34.375,0.202205882
Sohail Tanvir,8,31,241,11,7.8,21.9,16.9,0,29-Mar,0.045643154,48.76405291,48.76405291,83.13905291,0.489053252
Bilal Khan,6,22.1,144,10,6.5,14.4,13.3,0,20-Apr,0.069444444,74.19278253,74.19278253,105.4427825,0.620251662
B Regmi,7,24,155,10,6.5,15.5,14.4,0,16-Apr,0.064516129,68.92748828,68.92748828,100.1774883,0.589279343
AM Phangiso,6,23,176,9,7.7,19.6,15.3,0,30-Mar,0.051136364,54.63286713,54.63286713,82.75786713,0.486810983
SC Williams,10,36,272,9,7.6,30.2,24,0,28-Mar,0.033088235,35.35067873,35.35067873,63.47567873,0.373386345
AC Evans,5,20,134,9,6.7,14.9,13.3,1,24-May,0.067164179,71.75660161,71.75660161,109.8816016,0.646362362
RE van der Merwe,5,20,130,9,6.5,14.4,13.3,0,10-Feb,0.069230769,73.96449704,73.96449704,102.089497,0.600526453
Mohammad Nabi,8,31.5,231,8,7.3,28.9,23.9,0,25-Mar,0.034632035,37.000037,37.000037,62.000037,0.3647061
SM Sharif,6,23.1,192,8,8.3,24,17.4,0,29-Mar,0.041666667,44.51566952,44.51566952,69.51566952,0.408915703
Irfan Ahmed,4,14,100,8,7.1,12.5,10.5,0,11-Mar,0.08,85.47008547,85.47008547,110.4700855,0.649824032
K Rabada,6,23,174,8,7.6,21.8,17.2,0,30-Mar,0.045977011,49.12073878,49.12073878,74.12073878,0.436004346
Mirwais Ashraf,7,28,193,8,6.9,24.1,21,0,21-Feb,0.041450777,44.28501838,44.28501838,69.28501838,0.407558932
DJ Willey,4,14.2,135,8,9.4,16.9,10.8,0,22-Mar,0.059259259,63.31117442,63.31117442,88.31117442,0.519477497
MA Leask,5,17,119,8,7,14.9,12.8,0,20-Mar,0.067226891,71.82360124,71.82360124,96.82360124,0.569550596
Hamid Hassan,4,15,120,7,8,17.1,12.9,0,29-Mar,0.058333333,62.32193732,62.32193732,84.19693732,0.495276102
DJ Bravo,5,19,178,7,9.4,25.4,16.3,0,29-Apr,0.039325843,42.01478921,42.01478921,63.88978921,0.375822289
KJ Abbott,9,31.2,263,7,8.4,37.6,26.9,0,20-Mar,0.02661597,28.43586494,28.43586494,50.31086494,0.295946264
Shahid Afridi,10,37,266,7,7.2,38,31.7,0,15-Mar,0.026315789,28.11515969,28.11515969,49.99015969,0.294059763
Zeeshan Maqsood,5,16,127,7,7.9,18.1,13.7,0,22-Mar,0.05511811,58.88686991,58.88686991,80.76186991,0.475069823
Shoaib Malik,7,17,107,7,6.3,15.3,14.6,0,16-Feb,0.065420561,69.89376148,69.89376148,91.76876148,0.539816244
Sompal Kami,7,25,185,7,7.4,26.4,21.4,0,24-Feb,0.037837838,40.42504043,40.42504043,62.30004043,0.366470826
TE Kane,3,9.2,79,7,8.5,11.3,8,0,19-Mar,0.088607595,94.66623391,94.66623391,116.5412339,0.68553667
Imad Wasim,5,13.5,68,7,4.9,9.7,11.9,0,11-Apr,0.102941176,109.9798894,0,21.875,0.128676471
MJ McClenaghan,4,15,131,7,8.7,18.7,12.9,0,28-Feb,0.053435115,57.08879755,57.08879755,78.96379755,0.464492927
T Panyangara,5,15.3,119,7,7.7,17,13.3,0,31-Mar,0.058823529,62.84565108,62.84565108,84.72065108,0.498356771
Anwar Ali,7,26,197,7,7.6,28.1,22.3,0,27-Feb,0.035532995,37.96260141,37.96260141,59.83760141,0.351985891
MJG Rippon,6,18,87,7,4.8,12.4,15.4,0,11-Mar,0.08045977,85.96129286,85.96129286,107.8362929,0.634331134
LE Plunkett,2,8,54,6,6.8,9,8,0,21-Mar,0.111111111,118.708452,0,18.75,0.110294118
Mehran Khan,5,19,134,6,7.1,22.3,19,0,30-Mar,0.044776119,47.8377344,47.8377344,66.5877344,0.391692555
Wahab Riaz,5,20,181,6,9,30.2,20,0,Feb-38,0.033149171,35.41578127,35.41578127,54.16578127,0.318622243
Tanwir Afzal,8,30,228,6,7.6,38,30,0,22-Feb,0.026315789,28.11515969,28.11515969,46.86515969,0.27567741
JF Mooney,4,11.3,81,6,7,13.5,11.5,0,6-Feb,0.074074074,79.13896803,79.13896803,97.88896803,0.575817459
WD Parnell,4,12.5,113,6,8.8,18.8,12.8,0,Feb-33,0.053097345,56.72793283,56.72793283,75.47793283,0.44398784
SL Malinga,4,16,121,6,7.6,20.2,16,0,16-Feb,0.049586777,52.9773257,52.9773257,71.7273257,0.421925445
CB Mpofu,7,24,208,6,8.7,34.7,24,0,Mar-33,0.028846154,30.81854043,30.81854043,49.56854043,0.29157965
Mustafizur Rahman,5,19.3,113,6,5.8,18.8,19.5,0,16-Feb,0.053097345,56.72793283,56.72793283,75.47793283,0.44398784
AR Patel,4,15,102,5,6.8,20.4,18,0,17-Mar,0.049019608,52.3713759,52.3713759,67.9963759,0.399978682
CJ Chibhabha,6,13,102,5,7.8,20.4,15.6,0,18-Mar,0.049019608,52.3713759,52.3713759,67.9963759,0.399978682
Rokhan Barakzai,3,7.3,55,5,7.3,11,9,0,21-Feb,0.090909091,97.12509713,97.12509713,112.7500971,0.663235865
Yamin Ahmadzai,2,7.1,65,5,9.1,13,8.6,0,Mar-34,0.076923077,82.18277449,82.18277449,97.80777449,0.57533985
T van der Gugten,6,21.5,148,5,6.8,29.6,26.2,0,16-Feb,0.033783784,36.09378609,36.09378609,51.71878609,0.304228153
Shapoor Zadran,3,11.5,59,5,5,11.8,14.2,0,9-Feb,0.084745763,90.54034478,90.54034478,106.1653448,0.624502028
Sayed Shirzad,2,7,43,5,6.1,8.6,8.4,0,16-Mar,0.11627907,124.2297754,0,15.625,0.091911765
Arafat Sunny,4,13,99,5,7.6,19.8,15.6,0,19-Feb,0.050505051,53.95838729,53.95838729,69.58338729,0.409314043
GH Dockrell,4,13,86,5,6.6,17.2,15.6,0,21-Mar,0.058139535,62.1148877,62.1148877,77.7398877,0.457293457
Nasir Hossain,5,16.5,153,5,9.1,30.6,20.2,0,26-Feb,0.032679739,34.9142506,34.9142506,50.5392506,0.297289709
Imran Tahir,4,15,116,5,7.7,23.2,18,0,28-Mar,0.043103448,46.0506926,46.0506926,61.6756926,0.362798192
TAM Siriwardana,3,9,75,5,8.3,15,10.8,0,17-Feb,0.066666667,71.22507123,71.22507123,86.85007123,0.510882772
Al-Amin Hossain,2,8,40,5,5,8,9.6,0,20-Mar,0.125,133.5470085,0,15.625,0.091911765
N Vanua,3,10.2,58,4,5.6,14.5,15.5,0,19-Feb,0.068965517,73.68110816,73.68110816,86.18110816,0.506947695
R Ashwin,2,8,50,4,6.2,12.5,12,0,24-Mar,0.08,85.47008547,85.47008547,97.97008547,0.57629462
M Ansari,5,17.5,143,4,8,35.8,26.8,0,Feb-38,0.027972028,29.88464527,29.88464527,42.38464527,0.249321443
AU Rashid,4,15,112,4,7.5,28,22.5,0,18-Feb,0.035714286,38.15628816,38.15628816,50.65628816,0.297978166
AJ Lalcheta,6,24,143,4,6,35.8,36,0,13-Jan,0.027972028,29.88464527,29.88464527,42.38464527,0.249321443
E Leie,2,6,48,4,8,12,9,0,16-Mar,0.083333333,89.03133903,89.03133903,101.531339,0.597243171
RJW Topley,2,8,59,4,7.4,14.8,12,0,24-Mar,0.06779661,72.43227582,72.43227582,84.93227582,0.499601622
Karan KC,5,15,138,4,9.2,34.5,22.5,0,24-Feb,0.028985507,30.96742227,30.96742227,43.46742227,0.255690719
TS Chisoro,3,12,68,4,5.7,17,18,0,15-Feb,0.058823529,62.84565108,62.84565108,75.34565108,0.443209712
PA van Meekeren,6,18,95,4,5.3,23.8,27,0,9-Feb,0.042105263,44.98425551,44.98425551,57.48425551,0.338142679
MRJ Watt,5,18,169,4,9.4,42.2,27,0,28-Mar,0.023668639,25.28700754,25.28700754,37.78700754,0.222276515
Sagar Pun,4,13,81,4,6.2,20.2,19.5,0,26-Mar,0.049382716,52.75931202,52.75931202,65.25931202,0.383878306
SMSM Senanayake,2,7,84,4,12,21,10.5,0,Apr-46,0.047619048,50.87505088,50.87505088,63.37505088,0.372794417
Mohammad Sami,2,8,74,4,9.2,18.5,12,0,Mar-36,0.054054054,57.75005775,57.75005775,70.25005775,0.413235634
AF Milne,3,11.5,60,4,5.1,15,17.8,0,10-Feb,0.066666667,71.22507123,71.22507123,83.72507123,0.492500419
KA Pollard,4,11,90,4,8.2,22.5,16.5,0,Feb-42,0.044444444,47.48338082,47.48338082,59.98338082,0.352843417
RML Taylor,1,4,17,3,4.2,5.7,8,0,17-Mar,0.176470588,188.5369532,0,9.375,0.055147059
JA Morkel,1,4,12,3,3,4,8,0,12-Mar,0.25,267.0940171,0,9.375,0.055147059
MA Wood,1,3,26,3,8.7,8.7,6,0,26-Mar,0.115384615,123.2741617,0,9.375,0.055147059
T Muzarabani,5,17,156,3,9.2,52,34,0,23-Jan,0.019230769,20.54569362,20.54569362,29.92069362,0.17600408
JB Reva,2,8,37,3,4.6,12.3,16,0,11-Feb,0.081081081,86.62508663,86.62508663,96.00008663,0.564706392
CA Young,5,14.1,101,3,7.1,33.7,28.3,0,9-Jan,0.02970297,31.73394263,31.73394263,41.10894263,0.24181731
CR Woakes,2,8,66,3,8.2,22,16,0,Feb-40,0.045454545,48.56254856,48.56254856,57.93754856,0.340809109
MB van Schelven,2,6.5,35,3,5.1,11.7,13.7,0,22-Feb,0.085714286,91.57509158,91.57509158,100.9500916,0.593824068
AR Cusack,5,15.2,107,3,7,35.7,30.7,0,1-Jan,0.028037383,29.95446921,29.95446921,39.32946921,0.231349819
MM Ali,3,9.1,55,3,6,18.3,18.3,0,3-Jan,0.054545455,58.27505828,58.27505828,67.65005828,0.397941519
AM Guruge,3,8,68,3,8.5,22.7,16,0,22-Feb,0.044117647,47.13423831,47.13423831,56.50923831,0.332407284
BA Stokes,2,7,53,3,7.6,17.7,14,0,24-Feb,0.056603774,60.47411708,60.47411708,69.84911708,0.410877159
NLTC Perera,2,8,57,3,7.1,19,16,0,Feb-30,0.052631579,56.23031939,56.23031939,65.60531939,0.385913643
Aftab Alam,2,7.5,67,3,8.6,22.3,15.7,0,Feb-44,0.044776119,47.8377344,47.8377344,57.2127344,0.336545496
A Vala,2,4.4,20,3,4.3,6.7,9.3,0,7-Feb,0.15,160.2564103,0,9.375,0.055147059
LM Jongwe,3,7.4,57,3,7.4,19,15.3,0,24-Feb,0.052631579,56.23031939,56.23031939,65.60531939,0.385913643
Rohan Mustafa,2,6,32,3,5.3,10.7,12,0,9-Mar,0.09375,100.1602564,0,9.375,0.055147059
WT Gavera,3,9,51,3,5.7,17,18,0,17-Mar,0.058823529,62.84565108,62.84565108,72.22065108,0.424827359
Mohammad Irfan,4,16,121,3,7.6,40.3,32,0,25-Feb,0.024793388,26.48866285,26.48866285,35.86366285,0.210962723
R Rampaul,1,4,20,3,5,6.7,8,0,20-Mar,0.15,160.2564103,0,9.375,0.055147059
SD Parry,2,8,66,3,8.2,22,16,0,Feb-33,0.045454545,48.56254856,48.56254856,57.93754856,0.340809109
JO Holder,3,10,87,3,8.7,29,20,0,Feb-40,0.034482759,36.84055408,36.84055408,46.21555408,0.2718562
M de Lange,3,11.2,115,3,10.1,38.3,22.7,0,26-Feb,0.026086957,27.87068004,27.87068004,37.24568004,0.219092236
B Fernando,2,7.2,71,3,9.7,23.7,14.7,0,Feb-33,0.042253521,45.14265078,45.14265078,54.51765078,0.320692063
