Batsman,Innings,Runs,Balls,Outs,Avg,SR,100s,50s,HS,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
JP Duminy,13,414,315,10,41.4,131.4,0,4,78,0.131428571,29.20634921,29.20634921,81.25290595,0.40626453
SE Marsh,9,390,290,8,48.8,134.5,0,4,79,0.168103448,37.35632184,37.35632184,88.70452746,0.443522637
F du Plessis,15,380,304,13,29.2,125,0,1,55,0.096153846,21.36752137,21.36752137,42.42474736,0.212123737
SR Watson,12,377,285,11,34.3,132.3,1,1,104,0.120255183,26.72337409,26.72337409,72.6933062,0.363466531
SK Raina,17,374,303,15,24.9,123.4,0,2,62,0.082288229,18.28627307,18.28627307,49.16891129,0.245844556
MS Dhoni,17,372,305,12,31,122,0,1,53,0.101639344,22.58652095,22.58652095,43.41096324,0.217054816
ADS Fletcher,10,369,285,10,36.9,129.5,0,4,77,0.129473684,28.77192982,28.77192982,79.50907822,0.397545391
RV Uthappa,13,364,277,12,30.3,131.4,0,1,80,0.109506619,24.33480412,24.33480412,44.9264627,0.224632314
DA Miller,13,358,267,11,32.5,134.1,0,2,89,0.121893088,27.08735293,27.08735293,57.50442374,0.287522119
S Dhawan,14,353,285,13,27.2,123.9,0,3,54,0.095276653,21.17258959,21.17258959,61.44417058,0.307220853
PA Patel,14,339,246,13,26.1,137.8,0,2,59,0.106003752,23.55638941,23.55638941,53.42059892,0.267102995
TM Head,10,327,210,8,40.9,155.7,1,2,101,0.194642857,43.25396825,43.25396825,97.7690022,0.488845011
G Gambhir,13,327,278,13,25.2,117.6,0,3,60,0.090481461,20.10699133,20.10699133,59.62202528,0.298110126
MN Samuels,10,325,250,8,40.6,130,0,4,71,0.1625,36.11111111,36.11111111,85.56794913,0.427839746
GJ Maxwell,17,318,232,17,18.7,137.1,0,2,67,0.080628803,17.91751183,17.91751183,47.17066411,0.235853321
M Klinger,10,318,263,7,45.4,120.9,0,3,90,0.172732211,38.38493572,38.38493572,77.638088,0.38819044
YK Pathan,12,312,228,7,44.6,136.8,0,1,52,0.195488722,43.44193818,43.44193818,62.52050268,0.312602513
JC Silk,11,309,218,8,38.6,141.7,0,2,69,0.177178899,39.37308869,39.37308869,68.3643593,0.341821796
MJ Lumb,11,309,230,11,28.1,134.3,0,2,80,0.122134387,27.14097497,27.14097497,56.13224558,0.280661228
DM Bravo,12,305,224,9,33.9,136.2,0,2,86,0.151289683,33.61992945,33.61992945,62.49480821,0.312474041
SPD Smith,12,293,219,11,26.6,133.8,0,2,79,0.121627231,27.0282736,27.0282736,55.5539768,0.277769884
AT Rayudu,14,281,192,9,31.2,146.4,0,1,53,0.162615741,36.13683128,36.13683128,54.31335892,0.271566795
Shoaib Malik,9,277,207,7,39.6,133.8,0,1,51,0.191166322,42.4814048,42.4814048,60.54154059,0.302707703
J Botha,20,272,237,13,20.9,114.8,0,0,41,0.088283025,19.61845,19.61845,27.53309597,0.13766548
MJ Guptill,10,265,223,10,26.5,118.8,0,1,53,0.118834081,26.40757349,26.40757349,44.11853373,0.220592669
WP Saha,13,255,198,13,19.6,128.8,0,0,42,0.099067599,22.01502202,22.01502202,29.43500262,0.147175013
M Vijay,11,251,228,11,22.8,110.1,0,0,39,0.100079745,22.23994329,22.23994329,29.54353204,0.14771766
Yuvraj Singh,13,249,209,13,19.2,119.1,0,2,57,0.091645197,20.36559931,20.36559931,47.61099214,0.238054961
CS Delport,12,247,197,11,22.5,125.4,0,1,50,0.113982464,25.3294365,25.3294365,42.51663339,0.212583167
PJ Forrest,8,245,230,7,35,106.5,0,2,62,0.152173913,33.81642512,33.81642512,60.94542609,0.30472713
CAK Walton,10,243,219,9,27,111,0,1,76,0.123287671,27.39726027,27.39726027,44.46806532,0.222340327
J Charles,10,232,151,9,25.8,153.6,0,1,69,0.17071376,37.93639114,37.93639114,54.68711859,0.273435593
NJ Maddinson,12,229,178,12,19.1,128.7,0,1,83,0.107209738,23.82438618,23.82438618,40.48781974,0.202439099
MEK Hussey,9,229,179,7,32.7,127.9,0,2,82,0.182761373,40.61363838,40.61363838,67.27707194,0.33638536
JP Faulkner,17,228,190,11,20.7,120,0,0,46,0.109090909,24.24242424,24.24242424,30.87675984,0.154383799
MK Pandey,12,225,184,11,20.5,122.3,0,0,40,0.111166008,24.70355731,24.70355731,31.25059902,0.156252995
MA Carberry,7,223,166,4,55.8,134.3,0,3,77,0.335843373,74.63186078,74.63186078,111.1207066,0.555603533
E Lewis,10,222,179,10,22.2,124,0,1,82,0.124022346,27.56052142,27.56052142,44.02026923,0.220101346
AC Voges,8,218,173,4,54.5,126,0,1,54,0.315028902,70.00642261,70.00642261,86.34977857,0.431748893
MA Agarwal,10,213,176,10,21.3,121,0,2,68,0.121022727,26.89393939,26.89393939,53.09180554,0.265459028
AR Patel,12,206,174,9,22.9,118.4,0,0,40,0.131545338,29.23229743,29.23229743,35.22647784,0.176132389
SV Samson,11,204,162,10,20.4,125.9,0,1,76,0.125925926,27.98353909,27.98353909,43.91952358,0.219597618
EJG Morgan,10,203,163,8,25.4,124.5,0,1,63,0.155674847,34.59441036,34.59441036,50.50129688,0.252506484
AC Blizzard,7,199,174,6,33.2,114.4,0,1,51,0.190613027,42.3584504,42.3584504,58.14894507,0.290744725
AJ Finch,9,199,162,8,24.9,122.8,0,2,72,0.153549383,34.12208505,34.12208505,59.91257971,0.299562899
TD Paine,7,194,137,6,32.3,141.6,0,2,87,0.236009732,52.44660719,52.44660719,78.09161204,0.39045806
KM Jadhav,12,189,140,8,23.6,135,0,1,63,0.16875,37.5,37.5,52.99951503,0.264997575
NJ Reardon,9,188,161,7,26.9,116.8,0,1,52,0.166814552,37.06990042,37.06990042,52.54031749,0.262701587
Kamran Akmal,9,188,164,9,20.9,114.6,0,1,60,0.127371274,28.30472749,28.30472749,43.77514456,0.218875723
AI Ross,10,186,118,7,26.6,157.6,0,1,65,0.225181598,50.04035513,50.04035513,65.45257627,0.327262881
KK Nair,12,181,145,11,16.5,124.8,0,1,61,0.113479624,25.21769418,25.21769418,40.48442551,0.202422128
CL White,9,173,179,9,19.2,96.6,0,1,55,0.107386716,23.86371474,23.86371474,38.89766236,0.194488312
D Ramdin,9,171,144,7,24.4,118.8,0,1,54,0.169642857,37.6984127,37.6984127,52.6741644,0.263370822
BCJ Cutting,10,167,118,9,18.6,141.5,0,0,30,0.157250471,34.94454907,34.94454907,39.80390891,0.199019545
PSP Handscomb,5,167,125,3,55.7,133.6,1,1,103,0.445333333,98.96296296,98.96296296,138.8223228,0.694111614
EMDY Munaweera,9,166,163,9,18.4,101.8,0,0,39,0.113156101,25.1458002,25.1458002,29.97606208,0.14988031
CJ Simmons,10,160,142,10,16,112.7,0,0,46,0.112676056,25.03912363,25.03912363,29.69479773,0.148473989
Mandeep Singh,8,157,100,7,22.4,157,0,1,54,0.224285714,49.84126984,49.84126984,64.40965005,0.32204825
SA Yadav,13,157,113,9,17.4,138.9,0,0,46,0.154375615,34.30569212,34.30569212,38.87407234,0.194370362
JJ Peirson,9,154,116,9,17.1,132.8,0,1,57,0.147509579,32.77990634,32.77990634,47.26099267,0.236304963
TP Ludeman,10,151,125,9,16.8,120.8,0,0,31,0.134222222,29.82716049,29.82716049,34.22095293,0.171104765
DJ Hooda,9,151,95,9,16.8,158.9,0,1,54,0.176608187,39.24626381,39.24626381,53.64005624,0.268200281
MS Wade,8,149,132,7,21.3,112.9,0,1,71,0.161255411,35.83453583,35.83453583,50.17013234,0.250850662
RS Bopara,8,145,120,5,29,120.8,0,0,41,0.241666667,53.7037037,53.7037037,57.92290836,0.289614542
AD Mathews,10,144,103,6,24,139.8,0,0,28,0.233009709,51.77993528,51.77993528,55.97004197,0.27985021
JO Holder,10,144,113,6,24,127.4,0,0,31,0.212389381,47.19764012,47.19764012,51.38774681,0.256938734
BJ Haddin,5,143,99,4,35.8,144.4,0,2,72,0.361111111,80.24691358,80.24691358,104.4079223,0.522039612
KL Rahul,8,143,124,5,28.6,115.3,0,0,44,0.230645161,51.25448029,51.25448029,55.41548902,0.277077445
BR Dunk,8,142,118,8,17.8,120.3,0,1,67,0.150423729,33.42749529,33.42749529,47.55940606,0.23779703
TM Beaton,6,141,90,1,141,156.7,0,0,41,1.566666667,348.1481481,0,4.102812803,0.020514064
KD Karthik,11,141,117,10,14.1,120.5,0,0,28,0.120512821,26.78062678,26.78062678,30.88343958,0.154417198
DC Thomas,7,137,113,7,19.6,121.2,0,0,44,0.173198483,38.48855176,38.48855176,42.47497271,0.212374864
NV Ojha,11,137,120,10,13.7,114.2,0,0,28,0.114166667,25.37037037,25.37037037,29.35679132,0.146783957
D Wiese,10,134,101,7,19.1,132.7,0,0,47,0.189533239,42.11849756,42.11849756,46.01762463,0.230088123
RA Jadeja,11,132,126,7,18.9,104.8,0,0,24,0.149659864,33.25774754,33.25774754,37.09867868,0.185493393
DT Christian,8,132,76,6,22,173.7,0,1,56,0.289473684,64.32748538,64.32748538,78.16841651,0.390842083
BA Stokes,4,128,82,4,32,156.1,0,1,77,0.390243902,86.72086721,86.72086721,100.4454065,0.502227032
H Davids,9,125,122,8,15.6,102.5,0,0,27,0.12807377,28.46083789,28.46083789,32.09808328,0.160490416
CR Brathwaite,9,123,79,6,20.5,155.7,0,0,36,0.259493671,57.6652602,57.6652602,61.24430966,0.306221548
AB Fudadin,5,123,123,4,30.8,100,0,1,54,0.25,55.55555556,55.55555556,69.13460502,0.345673025
Q de Kock,3,122,77,3,40.7,158.4,0,2,69,0.528138528,117.3641174,0,23.5499515,0.117749758
RN ten Doeschate,10,121,97,8,15.1,124.7,0,0,38,0.155927835,34.65063001,34.65063001,38.17148355,0.190857418
LRPL Taylor,9,119,123,5,23.8,96.7,0,0,30,0.193495935,42.99909666,42.99909666,46.46175427,0.232308771
LJ Wright,9,118,99,9,13.1,119.2,0,0,39,0.132435466,29.4301035,29.4301035,32.86366316,0.164318316
Harbhajan Singh,9,117,72,7,16.7,162.5,0,1,64,0.232142857,51.58730159,51.58730159,64.99176327,0.324958816
P Negi,9,116,72,8,14.5,161.1,0,0,36,0.201388889,44.75308642,44.75308642,48.12845014,0.240642251
MW Hill,3,114,97,3,38,117.5,0,1,64,0.391752577,87.05612829,87.05612829,100.3732961,0.50186648
CJ Anderson,4,114,96,3,38,118.8,0,2,55,0.395833333,87.96296296,87.96296296,111.2801308,0.556400654
HH Pandya,8,112,60,5,22.4,186.7,0,1,61,0.373333333,82.96296296,82.96296296,96.22193483,0.481109674
SN Khan,7,111,70,4,27.8,158.6,0,0,45,0.396428571,88.0952381,88.0952381,91.325112,0.45662556
SS Tiwary,6,109,78,1,-,139.7,0,0,28,1.397435897,310.5413105,0,3.171677983,0.01585839
UT Khawaja,1,109,70,1,-,155.7,1,0,109,1.557142857,346.031746,0,28.17167798,0.14085839
DPMD Jayawardene,11,107,123,11,9.7,87,0,0,42,0.079083518,17.57411514,17.57411514,20.68759719,0.103437986
MH Wessels,6,105,104,6,17.5,101,0,0,30,0.168269231,37.39316239,37.39316239,40.44844852,0.202242243
DJG Sammy,11,104,104,8,13,100,0,0,29,0.125,27.77777778,27.77777778,30.80396594,0.15401983
KV Sharma,9,104,85,6,17.3,122.4,0,0,32,0.203921569,45.31590414,45.31590414,48.34209231,0.241710462
UBT Chand,5,102,83,5,20.4,122.9,0,1,58,0.245783133,54.6184739,54.6184739,67.58646614,0.337932331
V Sehwag,8,99,84,8,12.4,117.9,0,0,47,0.147321429,32.73809524,32.73809524,35.61879359,0.178093968
WKD Perkins,6,98,83,5,19.6,118.1,0,1,64,0.236144578,52.47657296,52.47657296,65.32817335,0.326640867
Shahid Afridi,9,96,65,7,13.7,147.7,0,0,21,0.210989011,46.88644689,46.88644689,49.67985135,0.248399257
JL Carter,9,94,81,8,11.8,116,0,0,25,0.145061728,32.23593964,32.23593964,34.97114818,0.174855741
RGL Carters,8,92,79,5,18.4,116.5,0,0,36,0.232911392,51.7580872,51.7580872,54.43509981,0.272175499
MS Harris,5,85,70,5,17,121.4,0,0,36,0.242857143,53.96825397,53.96825397,56.44158084,0.282207904
JA Morkel,3,85,64,1,85,132.8,0,1,72,1.328125,295.1388889,0,12.47332687,0.062366634
J Blackwood,5,84,86,5,16.8,97.7,0,0,38,0.195348837,43.41085271,43.41085271,45.85508162,0.229275408
M Vohra,7,82,81,7,11.7,101.2,0,0,39,0.144620811,32.13795806,32.13795806,34.52399104,0.172619955
CD Barnwell,6,81,73,6,13.5,111,0,0,26,0.184931507,41.09589041,41.09589041,43.45282543,0.217264127
MP Stoinis,3,77,64,3,25.7,120.3,0,1,50,0.401041667,89.12037037,89.12037037,101.3609135,0.506804568
CH Morris,7,76,45,2,38,168.9,0,0,34,0.844444444,187.654321,0,2.211445199,0.011057226
Shakib Al Hasan,7,76,64,7,10.9,118.8,0,0,23,0.169642857,37.6984127,37.6984127,39.9098579,0.199549289
BJ Rohrer,6,76,76,4,19,100,0,0,29,0.25,55.55555556,55.55555556,57.76700075,0.288835004
KC Sangakkara,3,75,50,3,25,150,0,0,43,0.5,111.1111111,0,2.182347236,0.010911736
STR Binny,8,74,65,4,18.5,113.8,0,0,20,0.284615385,63.24786325,63.24786325,65.40111252,0.327005563
A Ashish Reddy,5,73,46,3,24.3,158.7,0,0,22,0.528985507,117.5523349,0,2.124151309,0.010620757
JW Hastings,4,72,37,4,18,194.6,0,0,22,0.486486486,108.1081081,0,2.095053346,0.010475267
SM Whiteman,5,72,64,5,14.4,112.5,0,0,36,0.225,50,50,52.09505335,0.260475267
JS Floros,6,71,57,4,17.8,124.6,0,0,42,0.311403509,69.20077973,69.20077973,71.26673511,0.356333676
TM Dilshan,4,68,58,4,17,117.2,0,0,29,0.293103448,65.13409962,65.13409962,67.11276111,0.335563806
JN Mohammed,4,67,79,3,22.3,84.8,0,0,28,0.282700422,62.82231599,62.82231599,64.77187952,0.323859398
NM Coulter-Nile,8,67,38,6,11.2,176.3,0,0,22,0.293859649,65.30214425,65.30214425,67.25170778,0.336258539
SO Dowrich,4,65,47,3,21.7,138.3,0,0,38,0.460992908,102.4428684,0,1.891367604,0.009456838
AC Agar,4,62,63,2,31,98.4,0,0,31,0.492063492,109.3474427,0,1.804073715,0.009020369
JR Hopes,5,61,54,3,20.3,113,0,0,24,0.37654321,83.67626886,83.67626886,85.45124461,0.427256223
TIF Triffitt,6,60,41,2,30,146.3,0,0,25,0.731707317,162.601626,0,1.745877789,0.008729389
A Flintoff,4,59,46,3,19.7,128.3,0,0,46,0.427536232,95.00805153,95.00805153,96.72483136,0.483624157
DJ Hussey,4,58,39,2,29,148.7,0,0,25,0.743589744,165.2421652,0,1.687681862,0.008438409
SA Abbott,9,57,56,7,8.1,101.8,0,0,21,0.145408163,32.31292517,32.31292517,33.97150907,0.169857545
MK Tiwary,2,57,56,2,28.5,101.8,0,0,32,0.508928571,113.0952381,0,1.658583899,0.008292919
TA Willett,4,56,61,4,14,91.8,0,0,31,0.229508197,51.00182149,51.00182149,52.63130743,0.263156537
CJ Ferguson,5,56,61,5,11.2,91.8,0,0,31,0.183606557,40.80145719,40.80145719,42.43094313,0.212154716
BW Hilfenhaus,3,54,41,2,27,131.7,0,0,39,0.658536585,146.3414634,0,1.57129001,0.00785645
PP Chawla,7,54,47,4,13.5,114.9,0,0,22,0.287234043,63.82978723,63.82978723,65.40107724,0.327005386
R Ashwin,6,52,32,3,17.3,162.5,0,0,23,0.541666667,120.3703704,0,1.513094083,0.00756547
AJ Turner,5,49,44,5,9.8,111.4,0,0,37,0.222727273,49.49494949,49.49494949,50.92074969,0.254603748
Umar Akmal,7,48,57,5,9.6,84.2,0,0,20,0.168421053,37.42690058,37.42690058,38.82360282,0.194118014
KR Mayers,7,48,47,7,6.9,102.1,0,0,19,0.145896657,32.42147923,32.42147923,33.81818146,0.169090907
J Suchith,5,48,32,1,48,150,0,0,34,1.5,333.3333333,0,1.396702231,0.006983511
O Peters,5,47,51,5,9.4,92.2,0,0,27,0.184313725,40.95860566,40.95860566,42.32620993,0.21163105
Sohail Tanvir,7,46,48,3,15.3,95.8,0,0,26,0.319444444,70.98765432,70.98765432,72.32616063,0.361630803
Misbah-ul-Haq,4,46,53,4,11.5,86.8,0,0,21,0.216981132,48.21802935,48.21802935,49.55653565,0.247782678
EJM Cowan,2,43,34,2,21.5,126.5,0,0,43,0.632352941,140.5228758,0,1.251212415,0.006256062
CJ Boyce,4,43,31,2,21.5,138.7,0,0,24,0.693548387,154.1218638,0,1.251212415,0.006256062
JR Dean,4,41,40,4,10.2,102.5,0,0,13,0.25625,56.94444444,56.94444444,58.13746093,0.290687305
KR Smith,1,41,34,1,-,120.6,0,0,41,1.205882353,267.9738562,0,1.193016489,0.005965082
TR Birt,3,41,30,3,13.7,136.7,0,0,16,0.455555556,101.2345679,0,1.193016489,0.005965082
S Badree,4,41,30,1,-,136.7,0,0,29,1.366666667,303.7037037,0,1.193016489,0.005965082
NE Bonner,3,41,49,2,20.5,83.7,0,0,31,0.418367347,92.97052154,92.97052154,94.16353803,0.47081769
AD Hales,2,41,30,2,20.5,136.7,0,0,34,0.683333333,151.8518519,0,1.193016489,0.005965082
RR Emrit,3,41,36,2,20.5,113.9,0,0,21,0.569444444,126.5432099,0,1.193016489,0.005965082
GH Vihari,4,39,34,4,9.8,114.7,0,0,16,0.286764706,63.7254902,63.7254902,64.86031076,0.324301554
SD Hope,4,39,42,4,9.8,92.9,0,0,15,0.232142857,51.58730159,51.58730159,52.72212215,0.263610611
KK Cooper,6,38,35,5,7.6,108.6,0,0,10,0.217142857,48.25396825,48.25396825,49.35969085,0.246798454
MS Bisla,2,37,30,2,18.5,123.3,0,0,20,0.616666667,137.037037,0,1.076624636,0.005383123
RA Reifer,3,36,20,2,18,180,0,0,20,0.9,200,0,1.047526673,0.005237633
N Deonarine,4,36,40,4,9,90,0,0,18,0.225,50,50,51.04752667,0.255237633
R Dhawan,4,36,33,2,18,109.1,0,0,25,0.545454545,121.2121212,0,1.047526673,0.005237633
RJ Peterson,6,35,47,5,7,74.5,0,0,14,0.14893617,33.09692671,33.09692671,34.11535542,0.170576777
Gurkeerat Singh,5,35,39,5,7,89.7,0,0,15,0.179487179,39.88603989,39.88603989,40.9044686,0.204522343
B Laughlin,3,34,18,2,17,188.9,0,0,22,0.944444444,209.8765432,0,0.989330747,0.004946654
JW Wells,5,33,40,4,8.2,82.5,0,0,18,0.20625,45.83333333,45.83333333,46.79356612,0.233967831
SR Taylor,2,33,25,2,16.5,132,0,0,20,0.66,146.6666667,0,0.960232784,0.004801164
V Permaul,5,32,39,3,10.7,82.1,0,0,14,0.273504274,60.77872745,60.77872745,61.70986227,0.308549311
NL McCullum,5,32,24,4,8,133.3,0,0,10,0.333333333,74.07407407,74.07407407,75.00520889,0.375026044
H Miller,2,32,29,2,16,110.3,0,0,30,0.551724138,122.605364,0,0.931134821,0.004655674
KS Williamson,2,31,27,1,31,114.8,0,0,26,1.148148148,255.1440329,0,0.902036857,0.004510184
MG Johnson,8,31,36,4,7.8,86.1,0,0,13,0.215277778,47.83950617,47.83950617,48.74154303,0.243707715
DP Hughes,3,31,31,2,15.5,100,0,0,26,0.5,111.1111111,0,0.902036857,0.004510184
AB McDonald,2,30,40,2,15,75,0,0,23,0.375,83.33333333,83.33333333,84.20627223,0.421031361
KW Richardson,4,30,24,2,15,125,0,0,18,0.625,138.8888889,0,0.872938894,0.004364694
AU Rashid,3,29,21,1,29,138.1,0,0,25,1.380952381,306.8783069,0,0.843840931,0.004219205
UT Yadav,3,29,14,1,29,207.1,0,0,24,2.071428571,460.3174603,0,0.843840931,0.004219205
K Santokie,5,28,37,4,7,75.7,0,0,13,0.189189189,42.04204204,42.04204204,42.85678501,0.214283925
MM Sharma,5,28,18,3,9.3,155.6,0,0,21,0.518518519,115.2263374,0,0.814742968,0.004073715
RJ Quiney,2,26,27,2,13,96.3,0,0,19,0.481481481,106.9958848,0,0.756547042,0.003782735
AR Nurse,3,26,19,3,8.7,136.8,0,0,12,0.456140351,101.3645224,0,0.756547042,0.003782735
SD Heazlett,1,26,24,1,26,108.3,0,0,26,1.083333333,240.7407407,0,0.756547042,0.003782735
CJ McKay,3,25,14,2,12.5,178.6,0,0,12,0.892857143,198.4126984,0,0.727449079,0.003637245
SP Narine,7,25,27,4,6.2,92.6,0,0,14,0.231481481,51.44032922,51.44032922,52.1677783,0.260838891
SNJ O'Keefe,5,24,16,2,12,150,0,0,9,0.75,166.6666667,0,0.698351115,0.003491756
Yasir Arafat,4,23,18,1,23,127.8,0,0,18,1.277777778,283.9506173,0,0.669253152,0.003346266
M Deyal,1,23,25,1,23,92,0,0,23,0.92,204.4444444,0,0.669253152,0.003346266
AJ Doolan,2,22,20,2,11,110,0,0,12,0.55,122.2222222,0,0.640155189,0.003200776
MJ Cosgrove,1,22,36,1,22,61.1,0,0,22,0.611111111,135.8024691,0,0.640155189,0.003200776
Iqbal Abdulla,2,20,17,2,10,117.6,0,0,20,0.588235294,130.7189542,0,0.581959263,0.002909796
TT Bresnan,4,20,24,3,6.7,83.3,0,0,13,0.277777778,61.72839506,61.72839506,62.31035432,0.311551772
DW Steyn,3,20,13,1,20,153.8,0,0,19,1.538461538,341.8803419,0,0.581959263,0.002909796
KAM Corbin,1,20,28,1,20,71.4,0,0,20,0.714285714,158.7301587,0,0.581959263,0.002909796
HV Patel,6,20,13,5,4,153.8,0,0,9,0.307692308,68.37606838,68.37606838,68.95802764,0.344790138
FH Edwards,2,19,16,1,19,118.8,0,0,10,1.1875,263.8888889,0,0.5528613,0.002764306
NJ Rimmington,3,19,18,1,-,105.6,0,0,9,1.055555556,234.5679012,0,0.5528613,0.002764306
JJ Roy,3,18,11,2,9,163.6,0,0,14,0.818181818,181.8181818,0,0.523763337,0.002618817
ND Stewart,4,18,9,2,9,200,0,0,13,1,222.2222222,0,0.523763337,0.002618817
Anureet Singh,6,18,31,3,6,58.1,0,0,10,0.193548387,43.01075269,43.01075269,43.53451602,0.21767258
JM Bird,2,17,18,1,17,94.4,0,0,14,0.944444444,209.8765432,0,0.494665373,0.002473327
JA Burns,3,17,21,3,5.7,81,0,0,16,0.26984127,59.96472663,59.96472663,60.459392,0.30229696
B Kumar,3,17,10,1,17,170,0,0,11,1.7,377.7777778,0,0.494665373,0.002473327
P Kumar,4,17,25,3,5.7,68,0,0,12,0.226666667,50.37037037,50.37037037,50.86503574,0.254325179
JE Taylor,6,16,27,3,5.3,59.3,0,0,6,0.197530864,43.8957476,43.8957476,44.36131501,0.221806575
JPR Scantlebury-Sear,4,16,25,4,4,64,0,0,6,0.16,35.55555556,35.55555556,36.02112297,0.180105615
J Theron,7,16,23,4,4,69.6,0,0,6,0.173913043,38.647343,38.647343,39.11291041,0.195564552
SS Cottrell,2,15,9,1,15,166.7,0,0,9,1.666666667,370.3703704,0,0.436469447,0.002182347
TLW Cooper,2,15,21,2,7.5,71.4,0,0,10,0.357142857,79.36507937,79.36507937,79.80154881,0.399007744
KAJ Roach,3,14,17,2,7,82.4,0,0,9,0.411764706,91.50326797,91.50326797,91.91063946,0.459553197
KJ Cottoy,2,14,14,1,14,100,0,0,14,1,222.2222222,0,0.407371484,0.002036857
RR Rossouw,2,14,10,2,7,140,0,0,14,0.7,155.5555556,0,0.407371484,0.002036857
AP Tare,2,14,17,2,7,82.4,0,0,7,0.411764706,91.50326797,91.50326797,91.91063946,0.459553197
TL Lawford,3,13,9,1,13,144.4,0,0,6,1.444444444,320.9876543,0,0.378273521,0.001891368
M de Lange,3,13,14,2,6.5,92.9,0,0,9,0.464285714,103.1746032,0,0.378273521,0.001891368
MJ McClenaghan,3,13,6,1,13,216.7,0,0,12,2.166666667,481.4814815,0,0.378273521,0.001891368
TG Southee,2,13,9,1,13,144.4,0,0,7,1.444444444,320.9876543,0,0.378273521,0.001891368
SM Boland,2,13,10,1,-,130,0,0,8,1.3,288.8888889,0,0.378273521,0.001891368
NLTC Perera,2,12,15,2,6,80,0,0,9,0.4,88.88888889,88.88888889,89.23806445,0.446190322
NM Hauritz,1,12,9,1,12,133.3,0,0,12,1.333333333,296.2962963,0,0.349175558,0.001745878
S Chanderpaul,2,11,22,2,5.5,50,0,0,7,0.25,55.55555556,55.55555556,55.87563315,0.279378166
Karanveer Singh,3,11,16,1,11,68.8,0,0,5,0.6875,152.7777778,0,0.320077595,0.001600388
TA Griffith,2,11,14,2,5.5,78.6,0,0,6,0.392857143,87.3015873,87.3015873,87.6216649,0.438108324
MA Starc,3,11,14,1,11,78.6,0,0,9,0.785714286,174.6031746,0,0.320077595,0.001600388
AJ Hosein,2,11,11,1,11,100,0,0,8,1,222.2222222,0,0.320077595,0.001600388
SJ Benn,2,10,10,1,-,100,0,0,8,1,222.2222222,0,0.290979631,0.001454898
MG Neser,3,10,13,1,10,76.9,0,0,7,0.769230769,170.9401709,0,0.290979631,0.001454898
JK Lalor,4,10,10,1,10,100,0,0,5,1,222.2222222,0,0.290979631,0.001454898
AN Ahmed,3,10,5,1,10,200,0,0,5,2,444.4444444,0,0.290979631,0.001454898
Sandeep Sharma,3,9,14,1,9,64.3,0,0,7,0.642857143,142.8571429,0,0.261881668,0.001309408
A Mishra,4,9,13,1,9,69.2,0,0,5,0.692307692,153.8461538,0,0.261881668,0.001309408
DE Bollinger,1,9,10,2,4.5,90,0,0,9,0.45,100,100,100.2618817,0.501309408
